"","dd","ca","pd","days","CR","CRC","C"
"5294",2020-03-09,"NO CA",2020-02-14,24,0,0,0
"5295",2020-03-12,"NO CA",2020-02-13,28,0,0,0
"5296",2020-03-12,"NO CA",2020-02-15,26,0,0,0
"5297",2020-03-09,"NO CA",2020-02-12,26,0,0.00909090909090909,0.0181818181818182
"5298",2020-03-09,"NO CA",2020-02-12,26,0,0,0
"5299",2020-03-11,"CA",2020-02-15,25,0,0,0
"5300",2020-03-19,"NO CA",2020-02-15,33,0,0,0
"5301",2020-03-19,"NO CA",2020-02-16,32,0,0,0
"5302",2020-03-19,"NO CA",2020-02-22,26,0,0,0
"5303",2020-03-19,"NO CA",2020-02-24,24,0,0,0
"5304",2020-03-19,"NO CA",2020-02-22,26,0,0,0
"5305",2020-03-17,"CA",2020-02-19,27,0,0,0
"5306",2020-03-19,"NO CA",2020-02-20,28,0.00909090909090909,0,0.00909090909090909
"5307",2020-03-19,"NO CA",2020-02-22,26,0,0,0
"5308",2020-03-11,"NO CA",2020-02-20,20,0,0,0
"5309",2020-03-19,"NO CA",2020-02-22,26,0,0,0
"5310",2020-03-19,"NO CA",2020-02-23,25,0.01,0,0.01
"5311",2020-03-17,"NO CA",2020-02-22,24,0,0,0
"5312",2020-03-19,"CA",2020-02-24,24,0,0,0
"5313",2020-03-18,"NO CA",2020-02-21,26,0.018018018018018,0.00900900900900901,0.036036036036036
"5314",2020-03-18,"NO CA",2020-02-19,28,0.0194174757281553,0,0.0194174757281553
"5315",2020-03-16,"NO CA",2020-02-20,25,0.00909090909090909,0,0.00909090909090909
"5316",2020-03-16,"NO CA",2020-02-18,27,0.0272727272727273,0.00909090909090909,0.0454545454545455
"5317",2020-03-19,"NO CA",2020-02-21,27,0,0,0
"5318",2020-03-16,"NO CA",2020-02-21,24,0,0,0
"5319",2020-03-19,"NO CA",2020-02-15,33,0.0192307692307692,0,0.0192307692307692
"5320",2020-03-19,"NO CA",2020-02-17,31,0.0099009900990099,0,0.0099009900990099
"5321",2020-03-19,"NO CA",2020-02-17,31,0,0,0
"5322",2020-03-26,"CA",2020-02-29,26,0,0,0
"5323",2020-03-23,"CA",2020-02-26,26,0,0,0
"5324",2020-03-26,"NO CA",2020-02-28,27,0.0792079207920792,0,0.0792079207920792
"5325",2020-03-26,"CA",2020-02-29,26,0,0,0
"5326",2020-03-26,"NO CA",2020-03-03,23,0,0,0
"5327",2020-03-26,"NO CA",2020-02-29,26,0,0,0
"5328",2020-03-26,"CA",2020-03-09,17,0,0,0
"5329",2020-03-23,"NO CA",2020-02-29,23,0.0192307692307692,0,0.0192307692307692
"5330",2020-03-26,"CA",2020-03-02,24,0,0,0
"5331",2020-03-23,"NO CA",2020-02-28,24,0,0,0
"5332",2020-03-23,"NO CA",2020-02-28,24,0,0,0
"5333",2020-03-23,"NO CA",2020-02-26,26,0.0186915887850467,0.00934579439252336,0.0373831775700934
"5334",2020-03-23,"NO CA",2020-02-22,30,0,0,0
"5335",2020-03-23,"NO CA",2020-02-27,25,0.0181818181818182,0.0181818181818182,0.0545454545454546
"5336",2020-03-23,"NO CA",2020-02-27,25,0.00909090909090909,0,0.00909090909090909
"5337",2020-03-26,"NO CA",2020-03-02,24,0,0,0
"5338",2020-03-26,"NO CA",2020-02-22,33,0.0212765957446809,0,0.0212765957446809
"5339",2020-03-28,"NO CA",2020-02-27,30,0.00909090909090909,0.00909090909090909,0.0272727272727273
"5340",2020-03-28,"NO CA",2020-02-28,29,0,0,0
"5341",2020-03-28,"NO CA",2020-02-29,28,0,0,0
"5342",2020-04-02,"NO CA",2020-03-06,27,0,0,0
"5343",2020-04-02,"CA",2020-03-07,26,0,0,0
"5344",2020-04-02,"NO CA",2020-03-07,26,0,0,0
"5345",2020-04-02,"CA",2020-03-09,24,0.0330578512396694,0,0.0330578512396694
"5346",2020-04-02,"NO CA",2020-03-06,27,0.0181818181818182,0.00909090909090909,0.0363636363636364
"5347",2020-04-02,"CA",2020-03-05,28,0.0078125,0,0.0078125
"5348",2020-04-02,"NO CA",2020-03-05,28,0,0,0
"5349",2020-04-02,"NO CA",2020-03-07,26,0.0612244897959184,0.0204081632653061,0.102040816326531
"5350",2020-04-06,"NO CA",2020-03-10,27,0,0,0
"5351",2020-04-01,"NO CA",2020-03-03,29,0.0363636363636364,0,0.0363636363636364
"5352",2020-04-02,"CA",2020-03-07,26,0,0,0
"5353",2020-04-02,"NO CA",2020-03-06,27,0.0272727272727273,0.0181818181818182,0.0636363636363637
"5354",2020-04-01,"NO CA",2020-03-03,29,0.02,0,0.02
"5355",2020-04-03,"NO CA",2020-03-10,24,0,0,0
"5356",2020-04-03,"NO CA",2020-03-05,29,0,0,0
"5357",2020-04-03,"NO CA",2020-03-06,28,0.100917431192661,0.128440366972477,0.357798165137615
"5358",2020-04-06,"NO CA",2020-03-13,24,0.0102040816326531,0.0204081632653061,0.0510204081632653
"5359",2020-04-06,"CA",2020-03-14,23,0,0,0
"5360",2020-04-06,"NO CA",2020-03-11,26,0,0,0
"5361",2020-04-06,"CA",2020-03-13,24,0.0272727272727273,0,0.0272727272727273
"5362",2020-04-02,"NO CA",2020-02-28,34,0.140495867768595,0.0578512396694215,0.256198347107438
"5363",2020-04-02,"NO CA",2020-02-28,34,0.0917431192660551,0.100917431192661,0.293577981651377
"5364",2020-04-02,"NO CA",2020-02-28,34,0.0714285714285714,0.13265306122449,0.336734693877551
"5365",2020-04-02,"NO CA",2020-02-29,33,0.161616161616162,0.0404040404040404,0.242424242424243
"5366",2020-04-03,"NO CA",2020-03-04,30,0.0363636363636364,0.00909090909090909,0.0545454545454546
"5367",2020-04-06,"NO CA",2020-03-08,29,0,0,0
"5368",2020-04-03,"NO CA",2020-03-06,28,0.0545454545454545,0,0.0545454545454545
"5369",2020-04-06,"NO CA",2020-03-14,23,0,0,0
"5370",2020-04-09,"NO CA",2020-03-14,26,0,0,0
"5371",2020-04-09,"NO CA",2020-03-15,25,0,0,0
"5372",2020-04-09,"NO CA",2020-03-11,29,0.00909090909090909,0,0.00909090909090909
"5373",2020-04-09,"CA",2020-03-11,29,0,0,0
"5374",2020-04-09,"CA",2020-03-13,27,0,0,0
"5375",2020-04-09,"NO CA",2020-03-12,28,0,0,0
"5376",2020-04-09,"NO CA",2020-03-13,27,0,0,0
"5377",2020-04-06,"NO CA",2020-03-12,25,0,0,0
"5378",2020-04-09,"NO CA",2020-03-15,25,0.0196078431372549,0.00980392156862745,0.0392156862745098
"5379",2020-04-08,"NO CA",2020-03-18,21,0.0181818181818182,0,0.0181818181818182
"5380",2020-04-14,"NO CA",2020-03-12,33,0,0,0
"5381",2020-04-14,"NO CA",2020-03-20,25,0,0,0
"5382",2020-04-14,"NO CA",2020-03-19,26,0,0,0
"5383",2020-04-06,"NO CA",2020-03-11,26,0.037037037037037,0,0.037037037037037
"5384",2020-04-16,"CA",2020-03-12,35,0,0,0
"5385",2020-04-14,"NO CA",2020-03-21,24,0.0280373831775701,0.00934579439252336,0.0467289719626168
"5386",2020-04-14,"CA",2020-03-20,25,0,0,0
"5387",2020-04-14,"CA",2020-03-20,25,0.0072992700729927,0,0.0072992700729927
"5388",2020-04-14,"NO CA",2020-03-19,26,0.0495049504950495,0.0099009900990099,0.0693069306930693
"5389",2020-04-16,"NO CA",2020-03-22,25,0.0099009900990099,0,0.0099009900990099
"5390",2020-04-14,"NO CA",2020-03-20,25,0.0181818181818182,0,0.0181818181818182
"5391",2020-04-16,"CA",2020-03-19,28,0,0,0
"5392",2020-04-14,"CA",2020-03-20,25,0,0,0
"5393",2020-04-09,"NO CA",2020-03-07,33,0.0727272727272727,0,0.0727272727272727
"5394",2020-04-09,"NO CA",2020-03-07,33,0.145454545454545,0.0727272727272727,0.29090909090909
"5395",2020-04-09,"NO CA",2020-03-06,34,0.235955056179775,0.101123595505618,0.438202247191011
"5396",2020-04-09,"NO CA",2020-03-07,33,0.0288461538461538,0,0.0288461538461538
"5397",2020-04-16,"NO CA",2020-03-13,34,0.214953271028037,0.14018691588785,0.495327102803737
"5398",2020-04-16,"NO CA",2020-03-13,34,0.158273381294964,0.0503597122302158,0.258992805755396
"5399",2020-04-14,"NO CA",2020-03-17,28,0.0545454545454545,0,0.0545454545454545
"5400",2020-04-16,"NO CA",2020-03-22,25,0,0,0
"5401",2020-04-14,"NO CA",2020-03-17,28,0.0990990990990991,0.00900900900900901,0.117117117117117
"5402",2020-04-16,"NO CA",2020-03-17,30,0.00689655172413793,0,0.00689655172413793
"5403",2020-04-16,"NO CA",2020-03-19,28,0,0,0
"5404",2020-04-20,"CA",2020-03-24,27,0,0,0
"5405",2020-04-21,"NO CA",2020-02-26,55,0.00970873786407767,0,0.00970873786407767
"5406",2020-04-21,"NO CA",2020-03-28,24,0,0,0
"5407",2020-04-21,"CA",2020-03-27,25,0.0205479452054795,0,0.0205479452054795
"5408",2020-04-20,"NO CA",2020-03-25,26,0,0,0
"5409",2020-04-20,"NO CA",2020-03-13,38,0.0636363636363636,0.127272727272727,0.318181818181818
"5410",2020-04-23,"NO CA",2020-03-26,28,0.0454545454545455,0.0272727272727273,0.1
"5411",2020-04-23,"CA",2020-03-28,26,0,0,0
"5412",2020-04-21,"NO CA",2020-03-13,39,0.0363636363636364,0,0.0363636363636364
"5413",2020-04-21,"NO CA",2020-03-28,24,0.01,0,0.01
"5414",2020-04-23,"NO CA",2020-03-13,41,0.0454545454545455,0,0.0454545454545455
"5415",2020-04-21,"NO CA",2020-03-27,25,0.0594059405940594,0,0.0594059405940594
"5416",2020-04-23,"NO CA",2020-03-29,25,0,0,0
"5417",2020-04-23,"NO CA",2020-03-26,28,0,0,0
"5418",2020-04-21,"NO CA",2020-03-27,25,0.1,0.0181818181818182,0.136363636363636
"5419",2020-04-23,"NO CA",2020-03-29,25,0.109090909090909,0.0545454545454545,0.218181818181818
"5420",2020-04-23,"NO CA",2020-03-29,25,0.163636363636364,0.0454545454545455,0.254545454545455
"5421",2020-04-21,"CA",2020-03-29,23,0,0,0
"5422",2020-04-23,"NO CA",2020-03-27,27,0.112244897959184,0,0.112244897959184
"5423",2020-04-23,"NO CA",2020-03-29,25,0.0495049504950495,0,0.0495049504950495
"5424",2020-04-16,"NO CA",2020-03-13,34,0.264150943396226,0.122641509433962,0.50943396226415
"5425",2020-04-16,"NO CA",2020-03-13,34,0.233333333333333,0.0888888888888889,0.411111111111111
"5426",2020-04-23,"NO CA",2020-03-21,33,0.182692307692308,0.0480769230769231,0.278846153846154
"5427",2020-04-23,"NO CA",2020-03-21,33,0.212121212121212,0.151515151515152,0.515151515151516
"5428",2020-04-23,"NO CA",2020-03-23,31,0.0454545454545455,0.118181818181818,0.281818181818182
"5429",2020-04-23,"NO CA",2020-03-25,29,0.0818181818181818,0.0272727272727273,0.136363636363636
"5430",2020-04-23,"NO CA",2020-03-27,27,0.0495049504950495,0,0.0495049504950495
"5431",2020-04-20,"NO CA",2020-03-24,27,0.179487179487179,0.0341880341880342,0.247863247863247
"5432",2020-05-01,"NO CA",2020-04-03,28,0,0,0
"5433",2020-04-30,"CA",2020-04-03,27,0.00970873786407767,0,0.00970873786407767
"5434",2020-04-30,"NO CA",2020-03-04,57,0.0495049504950495,0.0198019801980198,0.0891089108910891
"5435",2020-04-30,"NO CA",2020-04-03,27,0.00909090909090909,0,0.00909090909090909
"5436",2020-04-30,"NO CA",2020-03-31,30,0.111111111111111,0.0404040404040404,0.191919191919192
"5437",2020-04-30,"NO CA",2020-04-06,24,0,0.00934579439252336,0.0186915887850467
"5438",2020-04-30,"CA",2020-04-01,29,0.0297029702970297,0,0.0297029702970297
"5439",2020-04-30,"NO CA",2020-04-02,28,0.108910891089109,0.099009900990099,0.306930693069307
"5440",2020-04-30,"NO CA",2020-04-01,29,0.00970873786407767,0,0.00970873786407767
"5441",2020-04-22,"NO CA",2020-04-01,21,0,0,0
"5442",2020-04-30,"NO CA",2020-04-06,24,0,0,0
"5443",2020-04-30,"CA",2020-04-02,28,0.0198019801980198,0,0.0198019801980198
"5444",2020-04-30,"CA",2020-04-14,16,0,0,0
"5445",2020-04-30,"NO CA",2020-04-02,28,0.0816326530612245,0.0102040816326531,0.102040816326531
"5446",2020-04-30,"NO CA",2020-04-14,16,0.0454545454545455,0.0181818181818182,0.0818181818181819
"5447",2020-04-30,"NO CA",2020-04-02,28,0.0363636363636364,0,0.0363636363636364
"5448",2020-04-30,"NO CA",2020-04-02,28,0.0884955752212389,0.0353982300884956,0.15929203539823
"5449",2020-04-27,"NO CA",2020-03-30,28,0.0306122448979592,0.0204081632653061,0.0714285714285714
"5450",2020-04-06,"NO CA",2020-03-11,26,0,0,0
"5451",2020-04-06,"NO CA",2020-03-01,36,0.00909090909090909,0,0.00909090909090909
"5452",2020-04-06,"NO CA",2020-03-11,26,0.00909090909090909,0,0.00909090909090909
"5453",2020-04-06,"NO CA",2020-03-11,26,0.0181818181818182,0,0.0181818181818182
"5454",2020-04-14,"NO CA",2020-03-19,26,0.0181818181818182,0,0.0181818181818182
"5455",2020-04-14,"NO CA",2020-03-20,25,0.0454545454545455,0.0181818181818182,0.0818181818181819
"5456",2020-04-14,"NO CA",2020-03-16,29,0,0,0
"5457",2020-04-14,"NO CA",2020-03-17,28,0,0,0
"5458",2020-04-23,"NO CA",2020-03-27,27,0.00909090909090909,0,0.00909090909090909
"5459",2020-04-27,"NO CA",2020-03-30,28,0.0272727272727273,0.0181818181818182,0.0636363636363637
"5460",2020-04-30,"NO CA",2020-04-04,26,0.0181818181818182,0,0.0181818181818182
"5461",2020-04-22,"NO CA",2020-04-01,21,0.0454545454545455,0.0272727272727273,0.1
"5462",2020-04-30,"NO CA",2020-03-29,32,0.0882352941176471,0.0392156862745098,0.166666666666667
"5463",2020-04-30,"NO CA",2020-03-29,32,0.111111111111111,0.131313131313131,0.373737373737373
"5464",2020-04-30,"NO CA",2020-04-04,26,0.171171171171171,0.0990990990990991,0.369369369369369
"5465",2020-05-01,"NO CA",2020-04-04,27,0.0672268907563025,0.176470588235294,0.42016806722689
"5466",2020-04-27,"NO CA",2020-03-31,27,0.0964912280701754,0.149122807017544,0.394736842105263
"5467",2020-04-30,"NO CA",2020-04-02,28,0.029126213592233,0.00970873786407767,0.0485436893203883
"5468",2020-04-30,"NO CA",2020-04-03,27,0.0396039603960396,0,0.0396039603960396
"5469",2020-05-07,"NO CA",2020-04-04,33,0.0686274509803922,0.107843137254902,0.284313725490196
"5470",2020-05-04,"NO CA",2020-04-07,27,0.0471698113207547,0.0377358490566038,0.122641509433962
"5471",2020-05-04,"NO CA",2020-04-07,27,0,0,0
"5472",2020-05-04,"CA",2020-04-04,30,0,0,0
"5473",2020-05-04,"NO CA",2020-04-08,26,0.0594059405940594,0.0594059405940594,0.178217821782178
"5474",2020-05-07,"NO CA",2020-04-11,26,0.00909090909090909,0,0.00909090909090909
"5475",2020-05-07,"CA",2020-04-11,26,0,0,0
"5476",2020-05-07,"CA",2020-04-15,22,0,0,0
"5477",2020-05-04,"NO CA",2020-04-15,19,0.00980392156862745,0.0196078431372549,0.0490196078431373
"5478",2020-05-07,"NO CA",2020-04-08,29,0.0099009900990099,0,0.0099009900990099
"5479",2020-05-07,"NO CA",2020-04-08,29,0.0099009900990099,0,0.0099009900990099
"5480",2020-04-30,"NO CA",2020-03-29,32,0.223300970873786,0.271844660194175,0.766990291262136
"5481",2020-04-30,"NO CA",2020-03-29,32,0.185483870967742,0.185483870967742,0.556451612903226
"5482",2020-05-08,"NO CA",2020-04-04,34,0.064,0.136,0.336
"5483",2020-05-08,"NO CA",2020-04-04,34,0.185567010309278,0.123711340206186,0.43298969072165
"5484",2020-05-04,"NO CA",2020-04-08,26,0.0776699029126214,0.00970873786407767,0.0970873786407767
"5485",2020-05-04,"NO CA",2020-04-06,28,0.0392156862745098,0.00980392156862745,0.0588235294117647
"5486",2020-05-07,"NO CA",2020-04-15,22,0.0363636363636364,0.0272727272727273,0.090909090909091
"5487",2020-05-04,"NO CA",2020-04-08,26,0.0454545454545455,0.0454545454545455,0.136363636363636
"5488",2020-05-04,"NO CA",2020-04-09,25,0.00909090909090909,0,0.00909090909090909
"5489",2020-05-04,"NO CA",2020-04-03,31,0.118181818181818,0.109090909090909,0.336363636363636
"5490",2020-05-07,"NO CA",2020-04-13,24,0.0707070707070707,0.0404040404040404,0.151515151515151
"5491",2020-05-07,"NO CA",2020-04-11,26,0.0454545454545455,0,0.0454545454545455
"5492",2020-05-11,"NO CA",2020-04-14,27,0.0841121495327103,0.00934579439252336,0.102803738317757
"5493",2020-05-11,"NO CA",2020-04-18,23,0.0952380952380952,0.0952380952380952,0.285714285714286
"5494",2020-05-08,"NO CA",2020-04-04,34,0.125,0.0416666666666667,0.208333333333333
"5495",2020-05-14,"NO CA",2020-04-08,36,0.144230769230769,0.0576923076923077,0.259615384615384
"5496",2020-05-14,"NO CA",2020-04-12,32,0.269230769230769,0.0769230769230769,0.423076923076923
"5497",2020-05-07,"NO CA",2020-04-12,25,0.0181818181818182,0,0.0181818181818182
"5498",2020-05-07,"NO CA",2020-04-15,22,0.0181818181818182,0,0.0181818181818182
"5499",2020-05-14,"CA",2020-04-15,29,0,0,0
"5500",2020-05-11,"NO CA",2020-04-13,28,0.122641509433962,0.00943396226415094,0.141509433962264
"5501",2020-05-14,"NO CA",2020-04-16,28,0.0272727272727273,0.0181818181818182,0.0636363636363637
"5502",2020-05-14,"CA",2020-04-16,28,0,0,0
"5503",2020-05-14,"NO CA",2020-04-16,28,0.0891089108910891,0,0.0891089108910891
"5504",2020-05-11,"NO CA",2020-04-16,25,0.0363636363636364,0,0.0363636363636364
"5505",2020-05-11,"NO CA",2020-04-16,25,0.0363636363636364,0,0.0363636363636364
"5506",2020-05-14,"NO CA",2020-04-20,24,0.00952380952380952,0,0.00952380952380952
"5507",2020-05-14,"CA",2020-04-18,26,0.029126213592233,0,0.029126213592233
"5508",2020-05-14,"NO CA",2020-04-18,26,0.247524752475248,0.207920792079208,0.663366336633664
"5509",2020-05-11,"NO CA",2020-04-16,25,0.0891089108910891,0.108910891089109,0.306930693069307
"5510",2020-05-11,"NO CA",2020-04-16,25,0.0973451327433628,0.079646017699115,0.256637168141593
"5511",2020-05-11,"NO CA",2020-04-13,28,0.00909090909090909,0,0.00909090909090909
"5512",2020-05-11,"NO CA",2020-04-15,26,0.119266055045872,0.110091743119266,0.339449541284404
"5513",2020-05-11,"NO CA",2020-04-17,24,0.0740740740740741,0.101851851851852,0.277777777777778
"5514",2020-05-11,"NO CA",2020-04-17,24,0.0545454545454545,0.0181818181818182,0.0909090909090909
"5515",2020-05-14,"CA",2020-04-19,25,0,0,0
"5516",2020-05-11,"NO CA",2020-04-16,25,0.0882352941176471,0.0882352941176471,0.264705882352941
"5517",2020-05-11,"NO CA",2020-04-15,26,0,0,0
"5518",2020-05-11,"NO CA",2020-04-13,28,0.0818181818181818,0.0818181818181818,0.245454545454545
"5519",2020-05-11,"NO CA",2020-04-14,27,0,0,0
"5520",2020-05-14,"NO CA",2020-04-16,28,0.0363636363636364,0,0.0363636363636364
"5521",2020-05-11,"NO CA",2020-04-16,25,0.036036036036036,0.00900900900900901,0.054054054054054
"5522",2020-05-14,"NO CA",2020-04-17,27,0.138613861386139,0.158415841584158,0.455445544554455
"5523",2020-05-14,"NO CA",2020-04-11,33,0.186046511627907,0.224806201550388,0.635658914728683
"5524",2020-05-14,"NO CA",2020-04-12,32,0.330188679245283,0.0849056603773585,0.5
"5525",2020-05-14,"NO CA",2020-04-17,27,0.0181818181818182,0.0272727272727273,0.0727272727272728
"5526",2020-05-14,"NO CA",2020-04-18,26,0.0181818181818182,0,0.0181818181818182
"5527",2020-05-18,"NO CA",2020-04-25,23,0.099009900990099,0.099009900990099,0.297029702970297
"5528",2020-05-18,"NO CA",2020-04-20,28,0.0363636363636364,0,0.0363636363636364
"5529",2020-05-18,"NO CA",2020-04-21,27,0.0545454545454545,0.0181818181818182,0.0909090909090909
"5530",2020-05-18,"NO CA",2020-04-20,28,0.0818181818181818,0.0909090909090909,0.263636363636364
"5531",2020-05-18,"NO CA",2020-04-22,26,0.0495867768595041,0.0165289256198347,0.0826446280991735
"5532",2020-05-18,"NO CA",2020-04-20,28,0.0909090909090909,0.0727272727272727,0.236363636363636
"5533",2020-05-18,"NO CA",2020-04-21,27,0.0363636363636364,0,0.0363636363636364
"5534",2020-05-18,"NO CA",2020-04-18,30,0.0909090909090909,0.0413223140495868,0.173553719008264
"5535",2020-05-18,"NO CA",2020-04-20,28,0.0666666666666667,0.019047619047619,0.104761904761905
"5536",2020-05-18,"NO CA",2020-04-22,26,0.0545454545454545,0.0272727272727273,0.109090909090909
"5537",2020-05-21,"CA",2020-04-23,28,0,0,0
"5538",2020-05-21,"NO CA",2020-04-23,28,0.0508474576271186,0.0254237288135593,0.101694915254237
"5539",2020-05-22,"NO CA",2020-04-17,35,0.0272727272727273,0,0.0272727272727273
"5540",2020-05-22,"NO CA",2020-04-18,34,0.0666666666666667,0.0285714285714286,0.123809523809524
"5541",2020-05-22,"NO CA",2020-04-16,36,0.153846153846154,0.136752136752137,0.427350427350428
"5542",2020-05-22,"NO CA",2020-04-28,24,0.00909090909090909,0,0.00909090909090909
"5543",2020-05-22,"NO CA",2020-04-24,28,0.0545454545454545,0.00909090909090909,0.0727272727272727
"5544",2020-05-22,"NO CA",2020-04-24,28,0.00909090909090909,0,0.00909090909090909
"5545",2020-05-25,"NO CA",2020-04-21,34,0.00900900900900901,0.018018018018018,0.045045045045045
"5546",2020-05-28,"NO CA",2020-04-25,33,0.125,0.0208333333333333,0.166666666666667
"5547",2020-05-28,"NO CA",2020-04-25,33,0.0285714285714286,0,0.0285714285714286
"5548",2020-05-28,"NO CA",2020-04-26,32,0.0693069306930693,0.0099009900990099,0.0891089108910891
"5549",2020-05-21,"NO CA",2020-04-23,28,0.0363636363636364,0,0.0363636363636364
"5550",2020-05-25,"NO CA",2020-04-17,38,0.0458715596330275,0,0.0458715596330275
"5551",2020-05-21,"CA",2020-04-24,27,0.015748031496063,0,0.015748031496063
"5552",2020-05-21,"CA",2020-04-24,27,0.0136054421768707,0,0.0136054421768707
"5553",2020-05-21,"NO CA",2020-04-26,25,0.0818181818181818,0.0909090909090909,0.263636363636364
"5554",2020-05-21,"NO CA",2020-04-22,29,0.0198019801980198,0.0099009900990099,0.0396039603960396
"5555",2020-05-25,"NO CA",2020-04-28,27,0.0841121495327103,0.205607476635514,0.495327102803738
"5556",2020-05-25,"CA",2020-05-01,24,0.0396039603960396,0,0.0396039603960396
"5557",2020-05-25,"NO CA",2020-04-28,27,0,0,0
"5558",2020-05-25,"NO CA",2020-04-30,25,0,0,0
"5559",2020-05-25,"NO CA",2020-04-25,30,0.153846153846154,0.25,0.653846153846154
"5560",2020-05-25,"NO CA",2020-04-24,31,0.0272727272727273,0.0181818181818182,0.0636363636363637
"5561",2020-05-25,"NO CA",2020-04-25,30,0.0818181818181818,0.0909090909090909,0.263636363636364
"5562",2020-05-25,"NO CA",2020-04-29,26,0.0970873786407767,0.12621359223301,0.349514563106797
"5563",2020-05-25,"NO CA",2020-04-29,26,0.0490196078431373,0.00980392156862745,0.0686274509803922
"5564",2020-05-28,"NO CA",2020-04-30,28,0.099009900990099,0.0792079207920792,0.257425742574257
"5565",2020-05-28,"CA",2020-04-30,28,0.0396039603960396,0.0396039603960396,0.118811881188119
"5566",2020-05-28,"NO CA",2020-05-02,26,0.029126213592233,0.0194174757281553,0.0679611650485436
"5567",2020-05-25,"CA",2020-04-30,25,0.0186915887850467,0,0.0186915887850467
"5568",2020-05-25,"NO CA",2020-04-27,28,0.0267857142857143,0,0.0267857142857143
"5569",2020-05-25,"NO CA",2020-04-28,27,0.0545454545454545,0.0272727272727273,0.109090909090909
"5570",2020-05-25,"NO CA",2020-04-28,27,0.0891089108910891,0.0099009900990099,0.108910891089109
"5571",2020-05-25,"NO CA",2020-04-29,26,0.0746268656716418,0.0746268656716418,0.223880597014925
"5572",2020-05-25,"NO CA",2020-04-30,25,0.0792079207920792,0.108910891089109,0.297029702970297
"5573",2020-05-28,"NO CA",2020-05-02,26,0.027027027027027,0,0.027027027027027
"5574",2020-05-28,"CA",2020-05-03,25,0,0,0
"5575",2020-05-28,"NO CA",2020-05-03,25,0,0,0
"5576",2020-05-28,"CA",2020-05-04,24,0,0,0
"5577",2020-05-25,"NO CA",2020-04-30,25,0,0,0
"5578",2020-06-02,"NO CA",2020-05-05,28,0.0495049504950495,0.0297029702970297,0.108910891089109
"5579",2020-06-02,"NO CA",2020-05-06,27,0.0099009900990099,0.0198019801980198,0.0495049504950495
"5580",2020-06-02,"NO CA",2020-05-02,31,0.055045871559633,0.055045871559633,0.165137614678899
"5581",2020-06-02,"NO CA",2020-05-04,29,0.109090909090909,0.0545454545454545,0.218181818181818
"5582",2020-06-02,"NO CA",2020-05-04,29,0.00909090909090909,0.00909090909090909,0.0272727272727273
"5583",2020-06-04,"NO CA",2020-04-07,58,0.0495049504950495,0.0198019801980198,0.0891089108910891
"5584",2020-06-04,"NO CA",2020-05-09,26,0.0357142857142857,0.0178571428571429,0.0714285714285715
"5585",2020-06-02,"NO CA",2020-05-19,14,0.0636363636363636,0.0454545454545455,0.154545454545455
"5586",2020-06-02,"NO CA",2020-05-05,28,0.0272727272727273,0,0.0272727272727273
"5587",2020-06-02,"NO CA",2020-05-06,27,0.0673076923076923,0.0480769230769231,0.163461538461538
"5588",2020-06-02,"NO CA",2020-05-06,27,0.0594059405940594,0.0792079207920792,0.217821782178218
"5589",2020-06-02,"CA",2020-05-08,25,0,0,0
"5590",2020-06-02,"NO CA",2020-05-08,25,0,0,0
"5591",2020-06-02,"CA",2020-05-07,26,0.036036036036036,0,0.036036036036036
"5592",2020-06-04,"NO CA",2020-05-19,16,0.0490196078431373,0.0882352941176471,0.225490196078432
"5593",2020-06-04,"NO CA",2020-05-09,26,0,0,0
"5594",2020-06-02,"CA",2020-05-08,25,0,0,0
"5595",2020-06-02,"NO CA",2020-05-06,27,0.0181818181818182,0.0181818181818182,0.0545454545454546
"5596",2020-06-02,"NO CA",2020-05-08,25,0.00909090909090909,0.00909090909090909,0.0272727272727273
"5597",2020-06-04,"NO CA",2020-05-07,28,0,0,0
"5598",2020-06-04,"NO CA",2020-05-03,32,0.106796116504854,0.0194174757281553,0.145631067961165
"5599",2020-06-04,"NO CA",2020-05-04,31,0.0267857142857143,0.0357142857142857,0.0982142857142857
"5600",2020-06-11,"NO CA",2020-05-08,34,0.114035087719298,0.0350877192982456,0.184210526315789
"5601",2020-06-11,"NO CA",2020-05-09,33,0.0373831775700935,0.0186915887850467,0.0747663551401869
"5602",2020-06-11,"NO CA",2020-05-11,31,0.0810810810810811,0.036036036036036,0.153153153153153
"5603",2020-06-02,"NO CA",2020-05-05,28,0.0693069306930693,0,0.0693069306930693
"5604",2020-06-02,"NO CA",2020-05-05,28,0.141509433962264,0.0943396226415094,0.330188679245283
"5605",2020-06-04,"NO CA",2020-05-11,24,0.0176991150442478,0,0.0176991150442478
"5606",2020-06-11,"NO CA",2020-05-16,26,0.0487804878048781,0.024390243902439,0.0975609756097561
"5607",2020-06-11,"NO CA",2020-05-16,26,0.0454545454545455,0,0.0454545454545455
"5608",2020-06-08,"CA",2020-05-14,25,0,0,0
"5609",2020-06-08,"NO CA",2020-05-14,25,0.0970873786407767,0.087378640776699,0.271844660194175
"5610",2020-06-08,"NO CA",2020-05-13,26,0,0,0
"5611",2020-06-11,"NO CA",2020-05-16,26,0.00892857142857143,0,0.00892857142857143
"5612",2020-06-11,"NO CA",2020-05-17,25,0.00892857142857143,0,0.00892857142857143
"5613",2020-06-08,"NO CA",2020-05-09,30,0.029126213592233,0.029126213592233,0.087378640776699
