"","dd","ca","pd","days","CR","CRC","C"
"1",2016-01-04,"NO CA",2016-04-19,28,0,0,0
"2",2016-01-04,"NO CA",2016-05-17,25,0,0.0101010101010101,0.0202020202020202
"3",2016-01-04,"NO CA",2016-05-30,26,0,0,0
"4",2016-01-04,"NO CA",2016-06-13,26,0,0,0
"5",2016-01-04,"NO CA",2016-06-13,26,0,0,0
"6",2016-01-04,"NO CA",2016-06-13,28,0,0,0
"7",2016-01-04,"NO CA",2016-06-13,26,0,0,0
"8",2016-01-05,"CA",2016-05-03,29,0,0,0
"9",2016-01-05,"CA",2016-05-10,28,0,0.0363636363636364,0.0727272727272728
"10",2016-01-05,"CA",2016-06-20,29,0.0169491525423729,0.00847457627118644,0.0338983050847458
"11",2016-01-05,"CA",2015-12-08,28,0,0,0
"12",2016-01-05,"NO CA",2015-12-12,24,0,0,0
"13",2016-01-06,"NO CA",2015-12-10,27,0,0,0
"14",2016-01-06,"NO CA",2016-04-19,26,0,0.0101010101010101,0.0202020202020202
"15",2016-01-06,"NO CA",2016-06-27,27,0.0103092783505155,0,0.0103092783505155
"16",2016-01-06,"NO CA",2016-06-30,27,0.0106382978723404,0,0.0106382978723404
"17",2016-01-06,"NO CA",2015-12-11,26,0.0101010101010101,0,0.0101010101010101
"18",2016-01-06,"CA",2015-12-09,28,0,0.00840336134453781,0.0168067226890756
"19",2016-01-06,"NO CA",2015-12-11,26,0,0,0
"20",2016-01-11,"NO CA",2015-12-13,29,0,0,0
"21",2016-01-11,"NO CA",2015-12-14,28,0,0,0
"22",2016-01-11,"NO CA",2015-12-14,28,0,0,0
"23",2016-01-11,"NO CA",2015-12-17,25,0,0,0
"24",2016-01-11,"NO CA",2015-12-16,26,0,0,0
"25",2016-01-11,"NO CA",2015-12-16,26,0,0,0
"26",2016-01-12,"CA",2015-12-12,31,0,0,0
"27",2016-01-12,"NO CA",2015-12-21,22,0,0,0
"28",2016-01-12,"NO CA",2015-12-20,23,0,0,0
"29",2016-01-12,"NO CA",2015-12-12,31,0,0,0
"30",2016-01-12,"NO CA",2015-12-13,30,0,0,0
"31",2016-01-12,"NO CA",2015-12-24,19,0,0,0
"32",2016-01-12,"CA",2015-12-15,28,0.00847457627118644,0,0.00847457627118644
"33",2016-01-12,"CA",2015-12-14,29,0,0,0
"34",2016-01-12,"CA",2015-12-15,28,0,0,0
"35",2016-01-13,"NO CA",2015-12-16,28,0,0,0
"36",2016-01-13,"NO CA",2015-12-17,27,0,0,0
"37",2016-01-13,"NO CA",2015-12-15,29,0,0,0
"38",2016-01-13,"NO CA",2015-12-15,29,0.00970873786407767,0,0.00970873786407767
"39",2016-01-13,"NO CA",2015-12-17,27,0,0,0
"40",2016-01-13,"NO CA",2015-12-18,26,0,0,0
"41",2016-01-13,"CA",2015-12-19,25,0,0,0
"42",2016-01-13,"NO CA",2015-12-15,29,0,0,0
"43",2016-01-13,"CA",2015-12-17,27,0,0,0
"44",2016-01-13,"NO CA",2015-12-15,29,0,0,0
"45",2016-01-18,"NO CA",2015-12-24,25,0,0,0
"46",2016-01-18,"NO CA",2015-12-24,25,0,0,0
"47",2016-01-18,"NO CA",2015-12-19,30,0,0,0
"48",2016-01-18,"NO CA",2015-12-19,30,0.00869565217391304,0,0.00869565217391304
"49",2016-01-18,"NO CA",2015-12-21,28,0,0,0
"50",2016-01-18,"NO CA",2015-12-21,28,0,0,0
"51",2016-01-18,"NO CA",2015-12-21,28,0,0,0
"52",2016-01-18,"CA",2015-12-18,31,0.00847457627118644,0,0.00847457627118644
"53",2016-01-18,"NO CA",2015-12-23,26,0,0,0
"54",2016-01-18,"NO CA",2015-12-21,28,0.00934579439252336,0,0.00934579439252336
"55",2016-01-18,"NO CA",2015-12-23,26,0,0,0
"56",2016-01-18,"CA",2015-12-20,29,0,0,0
"57",2016-01-18,"CA",2015-12-21,28,0,0,0
"58",2016-01-18,"NO CA",2015-12-22,27,0,0,0
"59",2016-01-18,"NO CA",2015-12-22,27,0,0,0
"60",2016-01-18,"NO CA",2015-12-29,20,0,0,0
"61",2016-01-20,"NO CA",2015-12-23,28,0,0,0
"62",2016-01-20,"NO CA",2015-12-24,27,0,0,0
"63",2016-01-20,"NO CA",2015-12-24,27,0,0,0
"64",2016-01-20,"NO CA",2015-12-23,28,0,0,0
"65",2016-01-20,"NO CA",2015-12-24,27,0,0,0
"66",2016-01-20,"NO CA",2015-12-26,25,0,0,0
"67",2016-01-20,"NO CA",2015-12-26,25,0,0,0
"68",2016-01-22,"NO CA",2015-12-28,25,0.0105263157894737,0,0.0105263157894737
"69",2016-01-22,"NO CA",2015-12-29,24,0,0,0
"70",2016-01-25,"NO CA",2015-12-28,28,0,0,0
"71",2016-01-25,"NO CA",2015-12-28,28,0,0,0
"72",2016-01-25,"CA",2015-12-27,29,0,0,0
"73",2016-01-25,"CA",2015-12-27,29,0,0,0
"74",2016-01-25,"NO CA",2015-12-29,27,0,0,0
"75",2016-01-25,"NO CA",2015-12-30,26,0,0,0
"76",2016-01-25,"NO CA",2015-12-31,25,0,0,0
"77",2016-01-25,"NO CA",2015-12-31,25,0,0,0
"78",2016-01-25,"CA",2015-12-28,28,0.00854700854700855,0,0.00854700854700855
"79",2016-01-25,"CA",2015-12-28,28,0,0,0
"80",2016-01-25,"NO CA",2015-12-28,28,0,0,0
"81",2016-01-27,"NO CA",2015-12-31,27,0,0,0
"82",2016-01-27,"NO CA",2015-12-29,29,0,0,0
"83",2016-01-27,"NO CA",2015-12-30,28,0,0,0
"84",2016-01-27,"NO CA",2015-12-29,29,0,0,0
"85",2016-01-27,"NO CA",2015-12-31,27,0,0,0
"86",2016-01-27,"NO CA",2015-12-31,27,0,0,0
"87",2016-01-27,"NO CA",2015-12-31,27,0,0,0
"88",2016-01-29,"NO CA",2016-01-05,24,0,0,0
"89",2016-02-01,"NO CA",2016-01-04,28,0,0,0
"90",2016-02-01,"NO CA",2016-01-05,27,0,0,0
"91",2016-02-01,"NO CA",2016-01-05,27,0,0,0
"92",2016-02-01,"NO CA",2016-01-05,27,0,0,0
"93",2016-02-01,"NO CA",2016-01-03,29,0,0,0
"94",2016-02-01,"CA",2016-01-04,28,0.00847457627118644,0,0.00847457627118644
"95",2016-02-01,"CA",2016-01-05,27,0,0,0
"96",2016-02-01,"NO CA",2016-01-06,26,0,0,0
"97",2016-02-01,"NO CA",2016-01-06,26,0.00980392156862745,0.00980392156862745,0.0294117647058824
"98",2016-02-01,"NO CA",2016-01-06,26,0,0,0
"99",2016-02-01,"NO CA",2016-01-05,27,0.0116279069767442,0,0.0116279069767442
"100",2016-02-01,"CA",2016-01-02,30,0.008,0.008,0.024
"101",2016-02-01,"CA",2016-01-03,29,0,0.00862068965517241,0.0172413793103448
"102",2016-02-01,"NO CA",2016-01-03,29,0,0,0
"103",2016-02-03,"NO CA",2016-01-08,26,0,0,0
"104",2016-02-03,"NO CA",2016-01-07,27,0,0,0
"105",2016-02-03,"NO CA",2016-01-07,27,0,0,0
"106",2016-02-03,"NO CA",2016-01-08,26,0,0,0
"107",2016-02-03,"NO CA",2016-01-06,28,0.032258064516129,0.010752688172043,0.053763440860215
"108",2016-02-03,"NO CA",2016-01-07,27,0,0,0
"109",2016-02-03,"NO CA",2016-01-07,27,0,0,0
"110",2016-02-03,"NO CA",2016-01-07,27,0,0,0
"111",2016-02-03,"NO CA",2016-01-06,28,0,0,0
"112",2016-02-03,"NO CA",2016-01-04,30,0,0,0
"113",2016-02-03,"NO CA",2016-01-06,28,0,0,0
"114",2016-02-03,"NO CA",2016-01-08,26,0,0,0
"115",2016-02-03,"NO CA",2016-01-09,25,0,0,0
"116",2016-02-05,"NO CA",2016-01-07,29,0,0,0
"117",2016-02-08,"NO CA",2016-01-11,28,0,0,0
"118",2016-02-08,"NO CA",2016-01-12,27,0,0,0
"119",2016-02-08,"NO CA",2016-01-10,29,0,0,0
"120",2016-02-08,"NO CA",2016-01-10,29,0,0,0
"121",2016-02-08,"NO CA",2016-01-11,28,0,0,0
"122",2016-02-08,"CA",2016-01-09,30,0,0.00854700854700855,0.0170940170940171
"123",2016-02-08,"CA",2016-01-09,30,0.0168067226890756,0,0.0168067226890756
"124",2016-02-08,"NO CA",2016-01-10,29,0,0,0
"125",2016-02-08,"NO CA",2016-01-09,30,0,0,0
"126",2016-02-08,"NO CA",2016-01-08,31,0,0,0
"127",2016-02-08,"NO CA",2016-01-12,27,0.00980392156862745,0,0.00980392156862745
"128",2016-02-08,"NO CA",2016-01-13,26,0,0,0
"129",2016-02-08,"NO CA",2016-01-11,28,0,0,0
"130",2016-02-08,"NO CA",2016-01-12,27,0,0,0
"131",2016-02-08,"NO CA",2016-01-12,27,0,0,0
"132",2016-02-08,"CA",2016-01-09,30,0.00884955752212389,0,0.00884955752212389
"133",2016-02-08,"CA",2016-01-10,29,0,0,0
"134",2016-02-10,"NO CA",2016-01-08,33,0,0,0
"135",2016-02-10,"CA",2016-01-06,35,0.0427350427350427,0.0256410256410256,0.0940170940170939
"136",2016-02-10,"NO CA",2016-01-07,34,0,0,0
"137",2016-02-10,"NO CA",2016-01-07,34,0,0,0
"138",2016-02-10,"NO CA",2016-01-03,38,0,0,0
"139",2016-02-10,"NO CA",2016-01-16,25,0,0,0
"140",2016-02-10,"NO CA",2016-01-15,26,0,0,0
"141",2016-02-10,"NO CA",2016-01-15,26,0,0,0
"142",2016-02-10,"NO CA",2016-01-15,26,0,0,0
"143",2016-02-10,"NO CA",2016-01-15,26,0,0,0
"144",2016-02-10,"NO CA",2016-01-14,27,0,0,0
"145",2016-02-10,"NO CA",2016-01-14,27,0,0,0
"146",2016-02-10,"NO CA",2016-01-13,28,0,0,0
"147",2016-02-10,"NO CA",2016-01-15,26,0,0,0
"148",2016-02-10,"NO CA",2016-01-16,25,0,0,0
"149",2016-02-11,"NO CA",2016-01-12,30,0,0,0
"150",2016-02-11,"NO CA",2016-01-10,32,0,0,0
"151",2016-02-11,"NO CA",2016-01-11,31,0,0,0
"152",2016-02-11,"CA",2016-01-16,26,0,0,0
"153",2016-02-11,"NO CA",2016-01-14,28,0,0,0
"154",2016-02-11,"NO CA",2016-01-14,28,0,0,0
"155",2016-02-15,"NO CA",2016-01-19,27,0,0,0
"156",2016-02-15,"NO CA",2016-01-18,28,0,0,0
"157",2016-02-15,"NO CA",2016-01-18,28,0,0,0
"158",2016-02-15,"NO CA",2016-01-19,27,0,0,0
"159",2016-02-15,"NO CA",2016-01-18,28,0,0,0
"160",2016-02-15,"NO CA",2016-01-19,27,0,0,0
"161",2016-02-15,"NO CA",2016-01-19,27,0,0,0
"162",2016-02-15,"NO CA",2016-01-20,26,0,0,0
"163",2016-02-15,"NO CA",2016-01-18,28,0,0,0
"164",2016-02-15,"NO CA",2016-01-18,28,0,0,0
"165",2016-02-15,"CA",2016-01-16,30,0,0,0
"166",2016-02-15,"NO CA",2016-01-19,27,0,0,0
"167",2016-02-15,"CA",2016-01-18,28,0,0,0
"168",2016-02-15,"CA",2016-01-03,43,0,0,0
"169",2016-02-15,"CA",2016-01-17,29,0,0.0330578512396694,0.0661157024793388
"170",2016-02-15,"NO CA",2016-01-18,28,0,0,0
"171",2016-02-17,"NO CA",2016-01-20,28,0,0,0
"172",2016-02-17,"NO CA",2016-01-20,28,0,0,0
"173",2016-02-17,"NO CA",2016-01-23,25,0.0106382978723404,0,0.0106382978723404
"174",2016-02-17,"NO CA",2016-01-23,25,0,0,0
"175",2016-02-17,"CA",2016-01-20,28,0,0,0
"176",2016-02-17,"NO CA",2016-01-22,26,0.01,0,0.01
"177",2016-02-17,"NO CA",2016-01-21,27,0,0,0
"178",2016-02-17,"NO CA",2016-01-21,27,0,0,0
"179",2016-02-17,"NO CA",2016-01-22,26,0,0,0
"180",2016-02-17,"NO CA",2016-01-22,26,0,0,0
"181",2016-02-17,"NO CA",2016-01-20,28,0,0,0
"182",2016-02-17,"NO CA",2016-01-21,27,0,0,0
"183",2016-02-17,"NO CA",2016-01-21,27,0,0,0
"184",2016-02-17,"NO CA",2016-01-20,28,0.0099009900990099,0,0.0099009900990099
"185",2016-02-17,"NO CA",2016-01-22,26,0,0,0
"186",2016-02-17,"NO CA",2016-01-21,27,0,0,0
"187",2016-02-17,"NO CA",2016-01-23,25,0,0,0
"188",2016-02-22,"NO CA",2016-01-21,32,0,0,0
"189",2016-02-22,"NO CA",2016-01-27,26,0,0,0
"190",2016-02-22,"NO CA",2016-01-27,26,0,0,0
"191",2016-02-22,"NO CA",2016-01-26,27,0,0,0
"192",2016-02-22,"NO CA",2016-01-26,27,0,0,0
"193",2016-02-22,"CA",2016-01-25,28,0,0,0
"194",2016-02-22,"CA",2016-01-25,28,0,0,0
"195",2016-02-22,"NO CA",2016-01-27,26,0,0,0
"196",2016-02-22,"NO CA",2016-01-27,26,0,0,0
"197",2016-02-22,"NO CA",2016-01-23,30,0,0,0
"198",2016-02-22,"NO CA",2016-01-21,32,0,0,0
"199",2016-02-22,"NO CA",2016-01-26,27,0,0,0
"200",2016-02-22,"CA",2016-01-27,26,0,0,0
"201",2016-02-22,"CA",2016-01-26,27,0.0256410256410256,0.00854700854700855,0.0427350427350427
"202",2016-02-22,"CA",2016-01-05,48,0,0,0
"203",2016-02-22,"CA",2016-01-26,27,0.00925925925925926,0,0.00925925925925926
"204",2016-02-22,"NO CA",2016-01-27,26,0,0,0
"205",2016-02-22,"NO CA",2016-01-28,25,0,0,0
"206",2016-02-22,"NO CA",2016-01-28,25,0.0196078431372549,0,0.0196078431372549
"207",2016-02-25,"NO CA",2016-01-16,40,0.02,0.01,0.04
"208",2016-02-25,"NO CA",2016-01-28,28,0,0,0
"209",2016-02-25,"NO CA",2016-01-29,27,0,0,0
"210",2016-02-25,"NO CA",2016-01-29,27,0,0,0
"211",2016-02-25,"NO CA",2016-01-28,28,0,0,0
"212",2016-02-25,"CA",2016-01-29,27,0,0,0
"213",2016-02-25,"CA",2016-01-29,27,0,0.00775193798449612,0.0155038759689922
"214",2016-02-25,"NO CA",2016-01-30,26,0,0,0
"215",2016-02-25,"NO CA",2016-01-28,28,0,0,0
"216",2016-02-25,"NO CA",2016-01-29,27,0,0,0
"217",2016-02-25,"NO CA",2016-01-29,27,0,0,0
"218",2016-02-25,"NO CA",2016-01-29,27,0,0,0
"219",2016-02-25,"NO CA",2016-01-27,29,0,0,0
"220",2016-02-25,"NO CA",2016-01-27,29,0,0,0
"221",2016-02-25,"CA",2016-01-28,28,0,0,0
"222",2016-02-29,"NO CA",2016-01-23,37,0,0,0
"223",2016-02-29,"NO CA",2016-02-05,24,0,0,0
"224",2016-02-29,"NO CA",2016-02-05,24,0,0,0
"225",2016-02-29,"CA",2016-02-03,26,0,0,0
"226",2016-02-29,"CA",2016-02-05,24,0,0,0
"227",2016-02-29,"NO CA",2016-02-02,27,0.00970873786407767,0.0194174757281553,0.0485436893203883
"228",2016-02-29,"NO CA",2016-02-05,24,0,0,0
"229",2016-02-29,"NO CA",2016-02-05,24,0,0,0
"230",2016-02-29,"CA",2016-02-01,28,0,0,0
"231",2016-02-29,"CA",2016-02-01,28,0,0.0078740157480315,0.015748031496063
"232",2016-02-29,"NO CA",2016-02-02,27,0,0,0
"233",2016-02-29,"NO CA",2016-02-03,26,0,0.01,0.02
"234",2016-02-29,"NO CA",2016-02-02,27,0,0,0
"235",2016-02-29,"NO CA",2016-02-03,26,0,0,0
"236",2016-02-29,"NO CA",2016-02-04,25,0,0,0
"237",2016-02-29,"NO CA",2016-02-04,25,0,0,0
"238",2016-03-02,"NO CA",2016-02-05,26,0,0.00980392156862745,0.0196078431372549
"239",2016-03-02,"NO CA",2016-02-05,26,0.0185185185185185,0.00925925925925926,0.037037037037037
"240",2016-03-02,"CA",2016-02-06,25,0,0,0
"241",2016-03-02,"NO CA",2016-02-06,25,0.00952380952380952,0,0.00952380952380952
"242",2016-03-02,"NO CA",2016-02-05,26,0,0,0
"243",2016-03-02,"NO CA",2016-02-05,26,0.00961538461538462,0,0.00961538461538462
"244",2016-03-02,"NO CA",2016-02-06,25,0,0,0
"245",2016-03-02,"NO CA",2016-02-05,26,0,0,0
"246",2016-03-02,"NO CA",2016-02-05,26,0.0108695652173913,0,0.0108695652173913
"247",2016-03-02,"NO CA",2016-02-04,27,0.0495049504950495,0.0396039603960396,0.128712871287129
"248",2016-03-02,"NO CA",2016-02-04,27,0,0,0
"249",2016-03-02,"NO CA",2016-02-04,27,0,0,0
"250",2016-03-02,"NO CA",2016-02-05,26,0,0,0
"251",2016-03-07,"NO CA",2016-02-09,27,0.00980392156862745,0,0.00980392156862745
"252",2016-03-07,"NO CA",2016-02-10,26,0.0212765957446809,0,0.0212765957446809
"253",2016-03-07,"NO CA",2016-02-08,28,0,0,0
"254",2016-03-07,"NO CA",2016-02-09,27,0.010752688172043,0,0.010752688172043
"255",2016-03-07,"NO CA",2016-02-10,26,0,0,0
"256",2016-03-07,"NO CA",2016-02-14,22,0,0,0
"257",2016-03-07,"NO CA",2016-02-11,25,0,0,0
"258",2016-03-07,"NO CA",2016-02-06,30,0,0,0
"259",2016-03-07,"CA",2016-02-06,30,0.0168067226890756,0,0.0168067226890756
"260",2016-03-07,"NO CA",2016-02-06,30,0,0,0
"261",2016-03-07,"CA",2016-02-08,28,0,0,0
"262",2016-03-07,"NO CA",2016-02-10,26,0.0108695652173913,0,0.0108695652173913
"263",2016-03-07,"NO CA",2016-02-10,26,0,0,0
"264",2016-03-07,"CA",2016-02-08,28,0.0232558139534884,0.0232558139534884,0.0697674418604652
"265",2016-03-07,"NO CA",2016-02-10,26,0.02,0.01,0.04
"266",2016-03-07,"NO CA",2016-02-09,27,0,0,0
"267",2016-03-07,"CA",2016-02-08,28,0,0,0
"268",2016-03-07,"CA",2016-02-09,27,0.00840336134453781,0,0.00840336134453781
"269",2016-03-07,"NO CA",2016-02-09,27,0,0,0
"270",2016-03-09,"NO CA",2016-02-12,26,0,0.0102040816326531,0.0204081632653062
"271",2016-03-09,"NO CA",2016-02-10,28,0,0.029126213592233,0.058252427184466
"272",2016-03-09,"NO CA",2016-02-12,26,0.00980392156862745,0,0.00980392156862745
"273",2016-03-09,"NO CA",2016-02-13,25,0,0,0
"274",2016-03-09,"NO CA",2016-02-11,27,0,0,0
"275",2016-03-09,"CA",2016-02-13,25,0.00833333333333333,0.00833333333333333,0.025
"276",2016-03-09,"NO CA",2016-02-12,26,0,0,0
"277",2016-03-09,"NO CA",2016-02-10,28,0,0,0
"278",2016-03-09,"NO CA",2016-02-10,28,0,0,0
"279",2016-03-09,"NO CA",2016-02-06,32,0.00909090909090909,0,0.00909090909090909
"280",2016-03-09,"NO CA",2016-02-12,26,0,0,0
"281",2016-03-09,"NO CA",2016-02-12,26,0,0,0
"282",2016-03-09,"NO CA",2016-02-12,26,0,0,0
"283",2016-03-14,"NO CA",2016-02-15,28,0,0,0
"284",2016-03-14,"NO CA",2016-02-16,27,0.00943396226415094,0,0.00943396226415094
"285",2016-03-14,"NO CA",2016-02-15,28,0.0408163265306122,0,0.0408163265306122
"286",2016-03-14,"NO CA",2016-02-17,26,0,0,0
"287",2016-03-14,"NO CA",2016-02-17,26,0,0.00925925925925926,0.0185185185185185
"288",2016-03-14,"NO CA",2016-02-07,36,0,0,0
"289",2016-03-14,"NO CA",2016-02-15,28,0,0.00980392156862745,0.0196078431372549
"290",2016-03-14,"NO CA",2016-02-14,29,0,0,0
"291",2016-03-14,"CA",2016-02-13,30,0,0.0294117647058824,0.0588235294117648
"292",2016-03-14,"CA",2016-02-15,28,0.0078125,0,0.0078125
"293",2016-03-14,"CA",2016-02-16,27,0.0169491525423729,0,0.0169491525423729
"294",2016-03-14,"NO CA",2016-02-17,26,0,0,0
"295",2016-03-14,"CA",2016-02-15,28,0.016260162601626,0,0.016260162601626
"296",2016-03-14,"CA",2016-02-15,28,0.0163934426229508,0.0491803278688525,0.114754098360656
"297",2016-03-14,"NO CA",2016-02-16,27,0,0,0
"298",2016-03-14,"NO CA",2016-02-16,27,0.0099009900990099,0,0.0099009900990099
"299",2016-03-16,"CA",2016-02-19,26,0.0347826086956522,0,0.0347826086956522
"300",2016-03-16,"NO CA",2016-02-19,26,0,0,0
"301",2016-03-16,"NO CA",2016-02-17,28,0,0,0
"302",2016-03-16,"NO CA",2016-02-18,27,0,0,0
"303",2016-03-16,"NO CA",2016-02-18,27,0,0,0
"304",2016-03-16,"NO CA",2016-02-17,28,0,0,0
"305",2016-03-16,"NO CA",2016-02-19,26,0,0,0
"306",2016-03-16,"NO CA",2016-02-20,25,0,0,0
"307",2016-03-16,"NO CA",2016-02-08,37,0,0.0204081632653061,0.0408163265306122
"308",2016-03-16,"NO CA",2016-02-18,27,0,0,0
"309",2016-03-16,"NO CA",2016-02-17,28,0,0,0
"310",2016-03-16,"NO CA",2016-02-17,28,0.0202020202020202,0,0.0202020202020202
"311",2016-03-16,"NO CA",2016-02-17,28,0.00900900900900901,0,0.00900900900900901
"312",2016-03-16,"NO CA",2016-02-19,26,0,0,0
"313",2016-03-16,"NO CA",2016-02-19,26,0.0206185567010309,0.0103092783505155,0.0412371134020619
"314",2016-03-21,"NO CA",2016-02-23,27,0,0.0099009900990099,0.0198019801980198
"315",2016-03-21,"NO CA",2016-02-23,27,0,0,0
"316",2016-03-21,"NO CA",2016-02-22,28,0,0,0
"317",2016-03-21,"NO CA",2016-02-24,26,0,0,0
"318",2016-03-21,"CA",2016-02-22,28,0,0.00813008130081301,0.016260162601626
"319",2016-03-21,"CA",2016-02-23,27,0,0,0
"320",2016-03-21,"NO CA",2016-02-25,25,0,0,0
"321",2016-03-21,"NO CA",2016-02-23,27,0.02,0,0.02
"322",2016-03-21,"NO CA",2016-02-24,26,0.0106382978723404,0,0.0106382978723404
"323",2016-03-21,"NO CA",2016-02-23,27,0,0,0
"324",2016-03-23,"NO CA",2016-02-27,25,0,0,0
"325",2016-03-23,"NO CA",2016-02-27,25,0,0,0
"326",2016-03-23,"NO CA",2016-02-24,28,0,0,0
"327",2016-03-23,"NO CA",2016-02-26,26,0,0,0
"328",2016-03-23,"NO CA",2016-02-25,27,0,0,0
"329",2016-03-23,"NO CA",2016-02-26,26,0,0,0
"330",2016-03-23,"NO CA",2016-02-27,25,0.00952380952380952,0.00952380952380952,0.0285714285714286
"331",2016-03-23,"NO CA",2016-02-24,28,0.0102040816326531,0,0.0102040816326531
"332",2016-03-23,"NO CA",2016-02-23,29,0,0,0
"333",2016-03-23,"NO CA",2016-02-23,29,0.021505376344086,0.010752688172043,0.043010752688172
"334",2016-03-23,"NO CA",2016-02-24,28,0,0,0
"335",2016-03-23,"NO CA",2016-02-24,28,0.0102040816326531,0,0.0102040816326531
"336",2016-03-23,"NO CA",2016-02-25,27,0.00970873786407767,0,0.00970873786407767
"337",2016-03-23,"NO CA",2016-02-22,30,0.0202020202020202,0.0303030303030303,0.0808080808080808
"338",2016-03-23,"NO CA",2016-02-23,29,0,0,0
"339",2016-03-23,"NO CA",2016-02-24,28,0,0,0
"340",2016-03-23,"NO CA",2016-02-25,27,0,0.0421052631578947,0.0842105263157894
"341",2016-03-23,"NO CA",2016-02-25,27,0,0,0
"342",2016-03-23,"CA",2016-02-23,29,0,0,0
"343",2016-03-23,"NO CA",2016-02-25,27,0,0,0
"344",2016-03-23,"NO CA",2016-02-25,27,0,0,0
"345",2016-03-23,"NO CA",2016-02-25,27,0,0,0
"346",2016-03-25,"CA",2016-02-20,34,0,0,0
"347",2016-03-29,"NO CA",2016-02-29,29,0.0087719298245614,0.0087719298245614,0.0263157894736842
"348",2016-03-29,"NO CA",2016-03-01,28,0,0,0
"349",2016-03-29,"NO CA",2016-03-01,28,0.0204081632653061,0,0.0204081632653061
"350",2016-03-29,"NO CA",2016-03-01,28,0,0,0
"351",2016-03-29,"NO CA",2016-03-02,27,0,0,0
"352",2016-03-29,"NO CA",2016-02-28,30,0,0,0
"353",2016-03-29,"NO CA",2016-03-01,28,0.0099009900990099,0,0.0099009900990099
"354",2016-03-29,"NO CA",2016-02-29,29,0.01,0,0.01
"355",2016-03-29,"NO CA",2016-03-01,28,0.0099009900990099,0,0.0099009900990099
"356",2016-03-29,"CA",2016-02-29,29,0,0,0
"357",2016-03-29,"NO CA",2016-03-01,28,0.0101010101010101,0,0.0101010101010101
"358",2016-03-29,"CA",2016-02-29,29,0,0,0
"359",2016-03-30,"NO CA",2016-03-04,26,0.0326086956521739,0.0108695652173913,0.0543478260869565
"360",2016-03-30,"NO CA",2016-03-04,26,0.0099009900990099,0.0396039603960396,0.0891089108910891
"361",2016-03-30,"NO CA",2016-03-02,28,0.0196078431372549,0,0.0196078431372549
"362",2016-03-30,"NO CA",2016-03-01,29,0,0,0
"363",2016-03-30,"NO CA",2016-03-01,29,0.00952380952380952,0.00952380952380952,0.0285714285714286
"364",2016-03-30,"NO CA",2016-03-03,27,0,0,0
"365",2016-03-30,"NO CA",2016-03-02,28,0,0,0
"366",2016-03-30,"NO CA",2016-03-06,24,0.0555555555555556,0.037037037037037,0.12962962962963
"367",2016-03-30,"NO CA",2016-03-02,28,0.0373831775700935,0.0186915887850467,0.0747663551401869
"368",2016-03-30,"NO CA",2016-03-06,24,0,0,0
"369",2016-03-30,"NO CA",2016-03-04,26,0.0238095238095238,0,0.0238095238095238
"370",2016-03-30,"NO CA",2016-03-05,25,0.0198019801980198,0.0099009900990099,0.0396039603960396
"371",2016-04-04,"NO CA",2016-03-06,29,0,0,0
"372",2016-04-04,"NO CA",2016-03-07,28,0,0,0
"373",2016-04-04,"NO CA",2016-03-08,27,0,0,0
"374",2016-04-04,"NO CA",2016-03-08,27,0,0,0
"375",2016-04-04,"CA",2016-03-06,29,0,0.0173913043478261,0.0347826086956522
"376",2016-04-04,"CA",2016-03-07,28,0.0330578512396694,0.00826446280991736,0.0495867768595041
"377",2016-04-04,"NO CA",2016-03-09,26,0,0,0
"378",2016-04-04,"NO CA",2016-03-08,27,0,0.00925925925925926,0.0185185185185185
"379",2016-04-04,"NO CA",2016-03-07,28,0,0,0
"380",2016-04-04,"NO CA",2016-03-08,27,0,0,0
"381",2016-04-04,"NO CA",2016-03-10,25,0.0309278350515464,0,0.0309278350515464
"382",2016-04-04,"NO CA",2016-03-07,28,0,0,0
"383",2016-04-04,"NO CA",2016-03-08,27,0,0,0
"384",2016-04-06,"NO CA",2016-03-10,27,0.00884955752212389,0,0.00884955752212389
"385",2016-04-06,"NO CA",2016-03-10,27,0,0,0
"386",2016-04-06,"NO CA",2016-03-12,25,0,0,0
"387",2016-04-06,"NO CA",2016-03-10,27,0.018348623853211,0,0.018348623853211
"388",2016-04-06,"NO CA",2016-03-10,27,0,0.0099009900990099,0.0198019801980198
"389",2016-04-06,"NO CA",2016-03-11,26,0.018348623853211,0.018348623853211,0.055045871559633
"390",2016-04-06,"CA",2016-03-09,28,0,0.00694444444444444,0.0138888888888889
"391",2016-04-06,"CA",2016-03-10,27,0,0,0
"392",2016-04-06,"NO CA",2016-03-10,27,0.02,0.02,0.06
"393",2016-04-06,"NO CA",2016-03-12,25,0,0,0
"394",2016-04-06,"NO CA",2016-03-12,25,0,0,0
"395",2016-04-06,"NO CA",2016-03-10,27,0,0,0
"396",2016-04-06,"NO CA",2016-03-11,26,0,0,0
"397",2016-04-06,"NO CA",2016-03-11,26,0.00970873786407767,0,0.00970873786407767
"398",2016-04-06,"NO CA",2016-03-11,26,0,0,0
"399",2016-04-06,"NO CA",2016-03-12,25,0.00952380952380952,0.00952380952380952,0.0285714285714286
"400",2016-04-06,"CA",2016-03-10,27,0.008,0.008,0.024
"401",2016-04-11,"NO CA",2016-03-15,27,0.0196078431372549,0.0392156862745098,0.0980392156862745
"402",2016-04-11,"NO CA",2016-03-15,27,0,0,0
